Date,Collected?,Depth_type,Depth_(cm),,
11/9/1998,Yes,Natural,0,,
12/9/1998,Yes,Natural,0,,
13/9/1998,Yes,Natural,0,,
14/9/1998,Yes,Natural,0,,
15/9/1998,Yes,Natural,10,,
16/9/1998,Yes,Natural,20,,
17/9/1998,Yes,Natural,25,,
18/9/1998,Yes,Natural,25,,
19/9/1998,Yes,Natural,10,,
20/9/1998,Yes,Natural,5,,
21/9/1998,Yes,Natural,0,,
22/9/1998,Yes,Natural,0,,
23/9/1998,Yes,Natural,0,,
24/9/1998,Yes,Natural,0,,
25/9/1998,No,,,,
26/9/1998,No,,,,
27/9/1998,No,,,,
28/9/1998,No,,,,
29/9/1998,No,,,,
30/9/1998,No,,,,
1/10/1998,No,,,,
2/10/1998,No,,,,
3/10/1998,No,,,,
4/10/1998,No,,,,
5/10/1998,No,,,,
6/10/1998,No,,,,
7/10/1998,No,,,,
8/10/1998,No,,,,
9/10/1998,No,,,,
5/6/1999,Yes,Natural,0,,
6/6/1999,Yes,Natural,0,,
7/6/1999,Yes,Natural,0,,
8/6/1999,Yes,Natural,0,,
9/6/1999,Yes,Natural,0,,
10/6/1999,Yes,Natural,0,,
11/6/1999,Yes,Natural,0,,
12/6/1999,Yes,Natural,0,,
13/6/1999,Yes,Natural,0,,
14/6/1999,Yes,Natural,3,,
15/6/1999,Yes,Natural,25,,
16/6/1999,Yes,Natural,28,,
17/6/1999,Yes,Natural,30,,
18/6/1999,Yes,Natural,25,,
19/6/1999,Yes,Natural,25,,
20/6/1999,Yes,Natural,25,,
21/6/1999,Yes,Natural,25,,
22/6/1999,Yes,Natural,20,,
23/6/1999,Yes,Natural,20,,
24/6/1999,Yes,Natural,20,,
25/6/1999,Yes,Natural,20,,
26/6/1999,Yes,Natural,20,,
27/6/1999,Yes,Natural,20,,
28/6/1999,Yes,Natural,20,,
29/6/1999,Yes,Natural,20,,
30/6/1999,Yes,Natural,17,,
1/7/1999,Yes,Natural,14,,
2/7/1999,Yes,Natural,14,,
3/7/1999,Yes,Natural,14,,
4/7/1999,Yes,Natural,14,,
5/7/1999,Yes,Natural,14,,
6/7/1999,Yes,Natural,14,,
7/7/1999,Yes,Natural,14,,
8/7/1999,Yes,Natural,14,,
9/7/1999,Yes,Natural,12,,
10/7/1999,Yes,Natural,11,,
11/7/1999,Yes,Natural,11,,
12/7/1999,Yes,Natural,10,,
13/7/1999,Yes,Natural,10,,
14/7/1999,Yes,Natural,10,,
15/7/1999,Yes,Natural,10,,
16/7/1999,Yes,Natural,10,,
17/7/1999,Yes,Natural,10,,
18/7/1999,Yes,Natural,10,,
19/7/1999,Yes,Natural,31,,
20/7/1999,Yes,Natural,31,,
21/7/1999,Yes,Natural,35,,
22/7/1999,Yes,Natural,39,,
23/7/1999,Yes,Natural,39,,
24/7/1999,Yes,Natural,39,,
25/7/1999,Yes,Natural,39,,
26/7/1999,Yes,Natural,39,,
27/7/1999,Yes,Natural,39,,
28/7/1999,Yes,Natural,38,,
29/7/1999,Yes,Natural,39,,
30/7/1999,Yes,Natural,39,,
31/7/1999,Yes,Natural,42,,
1/8/1999,Yes,Natural,42,,
2/8/1999,Yes,Natural,42,,
3/8/1999,Yes,Natural,42,,
4/8/1999,Yes,Natural,42,,
5/8/1999,Yes,Natural,42,,
6/8/1999,Yes,Natural,42,,
7/8/1999,Yes,Natural,41,,
8/8/1999,Yes,Natural,35,,
9/8/1999,Yes,Natural,35,,
10/8/1999,Yes,Natural,52,,
11/8/1999,Yes,Natural,52,,
12/8/1999,Yes,Natural,52,,
13/8/1999,Yes,Natural,60,,
14/8/1999,Yes,Natural,75,,
15/8/1999,Yes,Natural,80,,
16/8/1999,Yes,Natural,80,,
17/8/1999,Yes,Natural,80,,
18/8/1999,Yes,Natural,75,,
19/8/1999,Yes,Natural,72,,
20/8/1999,Yes,Natural,70,,
21/8/1999,Yes,Natural,68,,
22/8/1999,Yes,Natural,63,,
23/8/1999,Yes,Natural,60,,
24/8/1999,Yes,Natural,60,,
25/8/1999,Yes,Natural,50,,
26/8/1999,Yes,Natural,45,,
27/8/1999,Yes,Natural,38,,
28/8/1999,Yes,Natural,35,,
29/8/1999,Yes,Natural,30,,
30/8/1999,Yes,Natural,20,,
31/8/1999,Yes,Natural,20,,
1/9/1999,Yes,Natural,15,,
2/9/1999,Yes,Natural,12,,
3/9/1999,Yes,Natural,12,,
4/9/1999,Yes,Natural,8,,
5/9/1999,Yes,Natural,9,,
6/9/1999,Yes,Natural,9,,
7/9/1999,Yes,Natural,12,,
8/9/1999,Yes,Natural,12,,
9/9/1999,Yes,Natural,11,,
10/9/1999,Yes,Natural,10,,
11/9/1999,Yes,Natural,10,,
12/9/1999,Yes,Natural,10,,
13/9/1999,Yes,Natural,10,,
14/9/1999,Yes,Natural,10,,
15/9/1999,Yes,Natural,10,,
16/9/1999,Yes,Natural,10,,
17/9/1999,Yes,Natural,5,,
18/9/1999,Yes,Natural,16,,
19/9/1999,Yes,Natural,18,,
20/9/1999,Yes,Natural,15,,
21/9/1999,Yes,Natural,10,,
22/9/1999,Yes,Natural,10,,
23/9/1999,Yes,Natural,10,,
24/9/1999,Yes,Natural,10,,
25/9/1999,Yes,Natural,10,,
26/9/1999,Yes,Natural,10,,
27/9/1999,Yes,Natural,10,,
28/9/1999,Yes,Natural,10,,
29/9/1999,No,,,,
30/9/1999,No,,,,
1/10/1999,No,,,,
2/10/1999,No,,,,
3/10/1999,No,,,,
4/10/1999,No,,,,
5/10/1999,No,,,,
6/10/1999,No,,,,
7/10/1999,No,,,,
8/10/1999,No,,,,
9/10/1999,No,,,,
5/6/2000,Yes,Natural,77,,
6/6/2000,Yes,Natural,87,,
7/6/2000,Yes,Natural,87,,
8/6/2000,Yes,Natural,82,,
9/6/2000,Yes,Natural,85,,
10/6/2000,Yes,Natural,85,,
11/6/2000,Yes,Natural,85,,
12/6/2000,Yes,Natural,78,,
13/6/2000,Yes,Natural,78,,
14/6/2000,Yes,Natural,75,,
15/6/2000,Yes,Natural,73,,
16/6/2000,Yes,Natural,67,,
17/6/2000,Yes,Natural,65,,
18/6/2000,Yes,Natural,60,,
19/6/2000,Yes,Natural,60,,
20/6/2000,Yes,Natural,60,,
21/6/2000,Yes,Natural,55,,
22/6/2000,Yes,Natural,55,,
23/6/2000,Yes,Natural,60,,
24/6/2000,Yes,Natural,60,,
25/6/2000,Yes,Natural,60,,
26/6/2000,Yes,Natural,60,,
27/6/2000,Yes,Natural,60,,
28/6/2000,Yes,Natural,55,,
29/6/2000,Yes,Natural,62,,
30/6/2000,Yes,Natural,62,,
1/7/2000,Yes,Natural,62,,
2/7/2000,Yes,Natural,60,,
3/7/2000,Yes,Natural,58,,
4/7/2000,Yes,Natural,58,,
5/7/2000,Yes,Natural,50,,
6/7/2000,Yes,Natural,50,,
7/7/2000,Yes,Natural,50,,
8/7/2000,Yes,Natural,50,,
9/7/2000,Yes,Natural,56,,
10/7/2000,Yes,Natural,56,,
11/7/2000,Yes,Natural,60,,
12/7/2000,Yes,Natural,60,,
13/7/2000,Yes,Natural,60,,
14/7/2000,Yes,Natural,60,,
15/7/2000,Yes,Natural,66,,
16/7/2000,Yes,Natural,66,,
17/7/2000,Yes,Natural,66,,
18/7/2000,Yes,Natural,66,,
19/7/2000,Yes,Natural,80,,
20/7/2000,Yes,Natural,85,,
21/7/2000,Yes,Natural,92,,
22/7/2000,Yes,Natural,97,,
23/7/2000,Yes,Natural,97,,
24/7/2000,Yes,Natural,97,,
25/7/2000,Yes,Natural,97,,
26/7/2000,Yes,Natural,102,,
27/7/2000,Yes,Natural,110,,
28/7/2000,Yes,Natural,110,,
29/7/2000,Yes,Natural,110,,
30/7/2000,Yes,Natural,108,,
31/7/2000,Yes,Natural,105,,
1/8/2000,Yes,Natural,103,,
2/8/2000,Yes,Natural,101,,
3/8/2000,Yes,Natural,101,,
4/8/2000,Yes,Natural,96,,
5/8/2000,Yes,Natural,95,,
6/8/2000,Yes,Natural,91,,
7/8/2000,Yes,Natural,91,,
8/8/2000,Yes,Natural,85,,
9/8/2000,Yes,Natural,81,,
10/8/2000,Yes,Natural,85,,
11/8/2000,Yes,Natural,88,,
12/8/2000,Yes,Natural,90,,
13/8/2000,Yes,Natural,90,,
14/8/2000,Yes,Natural,100,,
15/8/2000,Yes,Natural,102,,
16/8/2000,Yes,Natural,110,,
17/8/2000,Yes,Natural,110,,
18/8/2000,Yes,Natural,105,,
19/8/2000,Yes,Natural,104,,
20/8/2000,Yes,Natural,107,,
21/8/2000,Yes,Natural,107,,
22/8/2000,Yes,Natural,107,,
23/8/2000,Yes,Natural,118,,
24/8/2000,Yes,Natural,118,,
25/8/2000,Yes,Natural,126,,
26/8/2000,Yes,Natural,130,,
27/8/2000,Yes,Natural,133,,
28/8/2000,Yes,Natural,133,,
29/8/2000,Yes,Natural,134,,
30/8/2000,Yes,Natural,138,,
31/8/2000,Yes,Natural,138,,
1/9/2000,Yes,Natural,138,,
2/9/2000,Yes,Natural,145,,
3/9/2000,Yes,Natural,145,,
4/9/2000,Yes,Natural,140,,
5/9/2000,Yes,Natural,138,,
6/9/2000,Yes,Natural,141,,
7/9/2000,Yes,Natural,141,,
8/9/2000,Yes,Natural,136,,
9/9/2000,Yes,Natural,133,,
10/9/2000,Yes,Natural,145,,
11/9/2000,Yes,Natural,140,,
12/9/2000,Yes,Natural,148,,
13/9/2000,Yes,Natural,144,,
14/9/2000,Yes,Natural,140,,
15/9/2000,Yes,Natural,134,,
16/9/2000,Yes,Natural,130,,
17/9/2000,Yes,Natural,126,,
18/9/2000,Yes,Natural,120,,
19/9/2000,Yes,Natural,117,,
20/9/2000,Yes,Natural,112,,
21/9/2000,Yes,Natural,108,,
22/9/2000,Yes,Natural,100,,
23/9/2000,Yes,Natural,95,,
24/9/2000,Yes,Natural,92,,
25/9/2000,Yes,Natural,87,,
26/9/2000,Yes,Natural,80,,
27/9/2000,Yes,Natural,72,,
28/9/2000,Yes,Natural,66,,
29/9/2000,Yes,Natural,65,,
30/9/2000,No,,,,
1/10/2000,No,,,,
2/10/2000,No,,,,
3/10/2000,No,,,,
4/10/2000,No,,,,
5/10/2000,No,,,,
6/10/2000,No,,,,
7/10/2000,No,,,,
8/10/2000,No,,,,
9/10/2000,No,,,,
5/6/2001,Yes,Natural,0,,
6/6/2001,Yes,Natural,0,,
7/6/2001,Yes,Natural,0,,
8/6/2001,Yes,Natural,0,,
9/6/2001,Yes,Natural,0,,
10/6/2001,Yes,Natural,0,,
11/6/2001,Yes,Natural,0,,
12/6/2001,Yes,Natural,0,,
13/6/2001,Yes,Natural,0,,
14/6/2001,Yes,Natural,3,,
15/6/2001,Yes,Natural,6,,
16/6/2001,Yes,Natural,6,,
17/6/2001,Yes,Natural,5,,
18/6/2001,Yes,Natural,5,,
19/6/2001,Yes,Natural,5,,
20/6/2001,Yes,Natural,5,,
21/6/2001,Yes,Natural,3,,
22/6/2001,Yes,Natural,3,,
23/6/2001,Yes,Natural,3,,
24/6/2001,Yes,Natural,3,,
25/6/2001,Yes,Natural,3,,
26/6/2001,Yes,Natural,3,,
27/6/2001,Yes,Natural,0,,
28/6/2001,Yes,Natural,0,,
29/6/2001,Yes,Natural,0,,
30/6/2001,Yes,Natural,0,,
1/7/2001,Yes,Natural,0,,
2/7/2001,Yes,Natural,0,,
3/7/2001,Yes,Natural,0,,
4/7/2001,Yes,Natural,0,,
5/7/2001,Yes,Natural,0,,
6/7/2001,Yes,Natural,5,,
7/7/2001,Yes,Natural,13,,
8/7/2001,Yes,Natural,6,,
9/7/2001,Yes,Natural,0,,
10/7/2001,Yes,Natural,0,,
11/7/2001,Yes,Natural,0,,
12/7/2001,Yes,Natural,0,,
13/7/2001,Yes,Natural,0,,
14/7/2001,Yes,Natural,0,,
15/7/2001,Yes,Natural,4,,
16/7/2001,Yes,Natural,3,,
17/7/2001,Yes,Natural,10,,
18/7/2001,Yes,Natural,12,,
19/7/2001,Yes,Natural,12,,
20/7/2001,Yes,Natural,12,,
21/7/2001,Yes,Natural,10,,
22/7/2001,Yes,Natural,10,,
23/7/2001,Yes,Natural,10,,
24/7/2001,Yes,Natural,8,,
25/7/2001,Yes,Natural,6,,
26/7/2001,Yes,Natural,6,,
27/7/2001,Yes,Natural,5,,
28/7/2001,Yes,Natural,5,,
29/7/2001,Yes,Natural,4,,
30/7/2001,Yes,Natural,4,,
31/7/2001,Yes,Natural,4,,
1/8/2001,Yes,Natural,12,,
2/8/2001,Yes,Natural,12,,
3/8/2001,Yes,Natural,10,,
4/8/2001,Yes,Natural,10,,
5/8/2001,Yes,Natural,18,,
6/8/2001,Yes,Natural,20,,
7/8/2001,Yes,Natural,20,,
8/8/2001,Yes,Natural,28,,
9/8/2001,Yes,Natural,30,,
10/8/2001,Yes,Natural,30,,
11/8/2001,Yes,Natural,30,,
12/8/2001,Yes,Natural,25,,
13/8/2001,Yes,Natural,23,,
14/8/2001,Yes,Natural,23,,
15/8/2001,Yes,Natural,21,,
16/8/2001,Yes,Natural,15,,
17/8/2001,Yes,Natural,15,,
18/8/2001,Yes,Natural,25,,
19/8/2001,Yes,Natural,30,,
20/8/2001,Yes,Natural,36,,
21/8/2001,Yes,Natural,44,,
22/8/2001,Yes,Natural,59,,
23/8/2001,Yes,Natural,81,,
24/8/2001,Yes,Natural,81,,
25/8/2001,Yes,Natural,75,,
26/8/2001,Yes,Natural,72,,
27/8/2001,Yes,Natural,71,,
28/8/2001,Yes,Natural,70,,
29/8/2001,Yes,Natural,65,,
30/8/2001,Yes,Natural,65,,
31/8/2001,Yes,Natural,65,,
1/9/2001,Yes,Natural,60,,
2/9/2001,Yes,Natural,60,,
3/9/2001,Yes,Natural,57,,
4/9/2001,Yes,Natural,52,,
5/9/2001,Yes,Natural,50,,
6/9/2001,Yes,Natural,50,,
7/9/2001,Yes,Natural,50,,
8/9/2001,Yes,Natural,45,,
9/9/2001,Yes,Natural,50,,
10/9/2001,Yes,Natural,43,,
11/9/2001,Yes,Natural,40,,
12/9/2001,Yes,Natural,35,,
13/9/2001,Yes,Natural,35,,
14/9/2001,Yes,Natural,30,,
15/9/2001,Yes,Natural,30,,
16/9/2001,Yes,Natural,22,,
17/9/2001,Yes,Natural,18,,
18/9/2001,Yes,Natural,15,,
19/9/2001,Yes,Natural,15,,
20/9/2001,Yes,Natural,10,,
21/9/2001,Yes,Natural,10,,
22/9/2001,Yes,Natural,8,,
23/9/2001,Yes,Natural,6,,
24/9/2001,Yes,Natural,0,,
25/9/2001,Yes,Natural,0,,
26/9/2001,Yes,Natural,4,,
27/9/2001,Yes,Natural,0,,
28/9/2001,Yes,Natural,0,,
29/9/2001,Yes,Natural,0,,
30/9/2001,Yes,Natural,0,,
1/10/2001,No,,,,
2/10/2001,No,,,,
3/10/2001,No,,,,
4/10/2001,No,,,,
5/10/2001,No,,,,
6/10/2001,No,,,,
7/10/2001,No,,,,
8/10/2001,No,,,,
9/10/2001,No,,,,
5/6/2002,Yes,Natural,5,,
6/6/2002,Yes,Natural,10,,
7/6/2002,Yes,Natural,10,,
8/6/2002,Yes,Natural,5,,
9/6/2002,Yes,Natural,5,,
10/6/2002,Yes,Natural,3,,
11/6/2002,Yes,Natural,0,,
12/6/2002,Yes,Natural,0,,
13/6/2002,Yes,Natural,6,,
14/6/2002,Yes,Natural,17,,
15/6/2002,Yes,Natural,14,,
16/6/2002,Yes,Natural,12,,
17/6/2002,Yes,Natural,18,,
18/6/2002,Yes,Natural,20,,
19/6/2002,Yes,Natural,20,,
20/6/2002,Yes,Natural,20,,
21/6/2002,Yes,Natural,21,,
22/6/2002,Yes,Natural,22,,
23/6/2002,Yes,Natural,20,,
24/6/2002,Yes,Natural,20,,
25/6/2002,Yes,Natural,20,,
26/6/2002,Yes,Natural,22,,
27/6/2002,Yes,Natural,22,,
28/6/2002,Yes,Natural,40,,
29/6/2002,Yes,Natural,46,,
30/6/2002,Yes,Natural,46,,
1/7/2002,Yes,Natural,46,,
2/7/2002,Yes,Natural,46,,
3/7/2002,Yes,Natural,46,,
4/7/2002,Yes,Natural,48,,
5/7/2002,Yes,Natural,50,,
6/7/2002,Yes,Natural,60,,
7/7/2002,Yes,Natural,66,,
8/7/2002,Yes,Natural,66,,
9/7/2002,Yes,Natural,66,,
10/7/2002,Yes,Natural,70,,
11/7/2002,Yes,Natural,70,,
12/7/2002,Yes,Natural,73,,
13/7/2002,Yes,Natural,72,,
14/7/2002,Yes,Natural,70,,
15/7/2002,Yes,Natural,70,,
16/7/2002,Yes,Natural,68,,
17/7/2002,Yes,Natural,75,,
18/7/2002,Yes,Natural,77,,
19/7/2002,Yes,Natural,77,,
20/7/2002,Yes,Natural,75,,
21/7/2002,Yes,Natural,80,,
22/7/2002,Yes,Natural,80,,
23/7/2002,Yes,Natural,80,,
24/7/2002,Yes,Natural,80,,
25/7/2002,Yes,Natural,82,,
26/7/2002,Yes,Natural,82,,
27/7/2002,Yes,Natural,80,,
28/7/2002,Yes,Natural,80,,
29/7/2002,Yes,Natural,77,,
30/7/2002,Yes,Natural,74,,
31/7/2002,Yes,Natural,74,,
1/8/2002,Yes,Natural,73,,
2/8/2002,Yes,Natural,72,,
3/8/2002,Yes,Natural,71,,
4/8/2002,Yes,Natural,73,,
5/8/2002,Yes,Natural,73,,
6/8/2002,Yes,Natural,73,,
7/8/2002,Yes,Natural,70,,
8/8/2002,Yes,Natural,68,,
9/8/2002,Yes,Natural,68,,
10/8/2002,Yes,Natural,68,,
11/8/2002,Yes,Natural,65,,
12/8/2002,Yes,Natural,65,,
13/8/2002,Yes,Natural,80,,
14/8/2002,Yes,Natural,80,,
15/8/2002,Yes,Natural,80,,
16/8/2002,Yes,Natural,78,,
17/8/2002,Yes,Natural,78,,
18/8/2002,Yes,Natural,77,,
19/8/2002,Yes,Natural,75,,
20/8/2002,Yes,Natural,74,,
21/8/2002,Yes,Natural,74,,
22/8/2002,Yes,Natural,74,,
23/8/2002,Yes,Natural,74,,
24/8/2002,Yes,Natural,74,,
25/8/2002,Yes,Natural,74,,
26/8/2002,Yes,Natural,74,,
27/8/2002,Yes,Natural,73,,
28/8/2002,Yes,Natural,72,,
29/8/2002,Yes,Natural,70,,
30/8/2002,Yes,Natural,70,,
31/8/2002,Yes,Natural,70,,
1/9/2002,Yes,Natural,70,,
2/9/2002,Yes,Natural,70,,
3/9/2002,Yes,Natural,67,,
4/9/2002,Yes,Natural,60,,
5/9/2002,Yes,Natural,59,,
6/9/2002,Yes,Natural,59,,
7/9/2002,Yes,Natural,56,,
8/9/2002,Yes,Natural,56,,
9/9/2002,Yes,Natural,54,,
10/9/2002,Yes,Natural,57,,
11/9/2002,Yes,Natural,57,,
12/9/2002,Yes,Natural,55,,
13/9/2002,Yes,Natural,52,,
14/9/2002,Yes,Natural,49,,
15/9/2002,Yes,Natural,49,,
16/9/2002,Yes,Natural,37,,
17/9/2002,Yes,Natural,37,,
18/9/2002,Yes,Natural,28,,
19/9/2002,Yes,Natural,28,,
20/9/2002,Yes,Natural,28,,
21/9/2002,Yes,Natural,28,,
22/9/2002,Yes,Natural,25,,
23/9/2002,Yes,Natural,20,,
24/9/2002,Yes,Natural,20,,
25/9/2002,Yes,Natural,18,,
26/9/2002,Yes,Natural,18,,
27/9/2002,Yes,Natural,10,,
28/9/2002,Yes,Natural,10,,
29/9/2002,Yes,Natural,15,,
30/9/2002,Yes,Natural,12,,
1/10/2002,Yes,Natural,12,,
2/10/2002,Yes,Natural,10,,
3/10/2002,Yes,Natural,8,,
4/10/2002,Yes,Natural,6,,
5/10/2002,Yes,Natural,5,,
6/10/2002,Yes,Natural,0,,
7/10/2002,Yes,Natural,0,,
8/10/2002,No,,,,
9/10/2002,No,,,,
5/6/2003,Yes,Natural,8,,
6/6/2003,Yes,Natural,8,,
7/6/2003,Yes,Natural,22,,
8/6/2003,Yes,Natural,25,,
9/6/2003,Yes,Natural,23,,
10/6/2003,Yes,Natural,21,,
11/6/2003,Yes,Natural,21,,
12/6/2003,Yes,Natural,17,,
13/6/2003,Yes,Natural,17,,
14/6/2003,Yes,Natural,35,,
15/6/2003,Yes,Natural,25,,
16/6/2003,Yes,Natural,30,,
17/6/2003,Yes,Natural,30,,
18/6/2003,Yes,Natural,28,,
19/6/2003,Yes,Natural,28,,
20/6/2003,Yes,Natural,27,,
21/6/2003,Yes,Natural,27,,
22/6/2003,Yes,Natural,29,,
23/6/2003,Yes,Natural,35,,
24/6/2003,Yes,Natural,33,,
25/6/2003,Yes,Natural,33,,
26/6/2003,Yes,Natural,32,,
27/6/2003,Yes,Natural,29,,
28/6/2003,Yes,Natural,27,,
29/6/2003,Yes,Natural,24,,
30/6/2003,Yes,Natural,24,,
1/7/2003,Yes,Natural,24,,
2/7/2003,Yes,Natural,24,,
3/7/2003,Yes,Natural,24,,
4/7/2003,Yes,Natural,24,,
5/7/2003,Yes,Natural,24,,
6/7/2003,Yes,Natural,24,,
7/7/2003,Yes,Natural,21,,
8/7/2003,Yes,Natural,19,,
9/7/2003,Yes,Natural,18,,
10/7/2003,Yes,Natural,18,,
11/7/2003,Yes,Natural,17,,
12/7/2003,Yes,Natural,14,,
13/7/2003,Yes,Natural,17,,
14/7/2003,Yes,Natural,17,,
15/7/2003,Yes,Natural,17,,
16/7/2003,Yes,Natural,17,,
17/7/2003,Yes,Natural,16,,
18/7/2003,Yes,Natural,16,,
19/7/2003,Yes,Natural,16,,
20/7/2003,Yes,Natural,16,,
21/7/2003,Yes,Natural,16,,
22/7/2003,Yes,Natural,13,,
23/7/2003,Yes,Natural,13,,
24/7/2003,Yes,Natural,24,,
25/7/2003,Yes,Natural,50,,
26/7/2003,Yes,Natural,56,,
27/7/2003,Yes,Natural,60,,
28/7/2003,Yes,Natural,60,,
29/7/2003,Yes,Natural,64,,
30/7/2003,Yes,Natural,74,,
31/7/2003,Yes,Natural,75,,
1/8/2003,Yes,Natural,75,,
2/8/2003,Yes,Natural,75,,
3/8/2003,Yes,Natural,75,,
4/8/2003,Yes,Natural,72,,
5/8/2003,Yes,Natural,70,,
6/8/2003,Yes,Natural,70,,
7/8/2003,Yes,Natural,71,,
8/8/2003,Yes,Natural,75,,
9/8/2003,Yes,Natural,77,,
10/8/2003,Yes,Natural,77,,
11/8/2003,Yes,Natural,79,,
12/8/2003,Yes,Natural,80,,
13/8/2003,Yes,Natural,77,,
14/8/2003,Yes,Natural,71,,
15/8/2003,Yes,Natural,75,,
16/8/2003,Yes,Natural,75,,
17/8/2003,Yes,Natural,75,,
18/8/2003,Yes,Natural,79,,
19/8/2003,Yes,Natural,79,,
20/8/2003,Yes,Natural,79,,
21/8/2003,Yes,Natural,79,,
22/8/2003,Yes,Natural,82,,
23/8/2003,Yes,Natural,81,,
24/8/2003,Yes,Natural,82,,
25/8/2003,Yes,Natural,96,,
26/8/2003,Yes,Natural,98,,
27/8/2003,Yes,Natural,100,,
28/8/2003,Yes,Natural,100,,
29/8/2003,Yes,Natural,100,,
30/8/2003,Yes,Natural,100,,
31/8/2003,Yes,Natural,104,,
1/9/2003,Yes,Natural,109,,
2/9/2003,Yes,Natural,109,,
3/9/2003,Yes,Natural,109,,
4/9/2003,Yes,Natural,109,,
5/9/2003,Yes,Natural,109,,
6/9/2003,Yes,Natural,109,,
7/9/2003,Yes,Natural,109,,
8/9/2003,Yes,Natural,105,,
9/9/2003,Yes,Natural,105,,
10/9/2003,Yes,Natural,104,,
11/9/2003,Yes,Natural,101,,
12/9/2003,Yes,Natural,95,,
13/9/2003,Yes,Natural,90,,
14/9/2003,Yes,Natural,98,,
15/9/2003,Yes,Natural,118,,
16/9/2003,Yes,Natural,124,,
17/9/2003,Yes,Natural,122,,
18/9/2003,Yes,Natural,120,,
19/9/2003,Yes,Natural,118,,
20/9/2003,Yes,Natural,118,,
21/9/2003,Yes,Natural,116,,
22/9/2003,Yes,Natural,114,,
23/9/2003,Yes,Natural,111,,
24/9/2003,Yes,Natural,109,,
25/9/2003,Yes,Natural,105,,
26/9/2003,Yes,Natural,95,,
27/9/2003,Yes,Natural,102,,
28/9/2003,Yes,Natural,106,,
29/9/2003,Yes,Natural,108,,
30/9/2003,Yes,Natural,108,,
1/10/2003,Yes,Natural,106,,
2/10/2003,No,,,,
3/10/2003,No,,,,
4/10/2003,No,,,,
5/10/2003,No,,,,
6/10/2003,No,,,,
7/10/2003,No,,,,
8/10/2003,No,,,,
9/10/2003,No,,,,
5/6/2004,Yes,Natural,0,,
6/6/2004,Yes,Natural,0,,
7/6/2004,Yes,Natural,0,,
8/6/2004,Yes,Natural,0,,
9/6/2004,Yes,Natural,0,,
10/6/2004,Yes,Natural,0,,
11/6/2004,Yes,Natural,0,,
12/6/2004,Yes,Natural,0,,
13/6/2004,Yes,Natural,0,,
14/6/2004,Yes,Natural,5,,
15/6/2004,Yes,Natural,5,,
16/6/2004,Yes,Natural,15,,
17/6/2004,Yes,Natural,20,,
18/6/2004,Yes,Natural,30,,
19/6/2004,Yes,Natural,40,,
20/6/2004,Yes,Natural,55,,
21/6/2004,Yes,Natural,55,,
22/6/2004,Yes,Natural,50,,
23/6/2004,Yes,Natural,50,,
24/6/2004,Yes,Natural,52,,
25/6/2004,Yes,Natural,51,,
26/6/2004,Yes,Natural,68,,
27/6/2004,Yes,Natural,71,,
28/6/2004,Yes,Natural,71,,
29/6/2004,Yes,Natural,73,,
30/6/2004,Yes,Natural,73,,
1/7/2004,Yes,Natural,73,,
2/7/2004,Yes,Natural,73,,
3/7/2004,Yes,Natural,73,,
4/7/2004,Yes,Natural,73,,
5/7/2004,Yes,Natural,73,,
6/7/2004,Yes,Natural,75,,
7/7/2004,Yes,Natural,75,,
8/7/2004,Yes,Natural,80,,
9/7/2004,Yes,Natural,80,,
10/7/2004,Yes,Natural,80,,
11/7/2004,Yes,Natural,78,,
12/7/2004,Yes,Natural,85,,
13/7/2004,Yes,Natural,85,,
14/7/2004,Yes,Natural,86,,
15/7/2004,Yes,Natural,86,,
16/7/2004,Yes,Natural,86,,
17/7/2004,Yes,Natural,92,,
18/7/2004,Yes,Natural,94,,
19/7/2004,Yes,Natural,94,,
20/7/2004,Yes,Natural,94,,
21/7/2004,Yes,Natural,94,,
22/7/2004,Yes,Natural,94,,
23/7/2004,Yes,Natural,94,,
24/7/2004,Yes,Natural,96,,
25/7/2004,Yes,Natural,106,,
26/7/2004,Yes,Natural,107,,
27/7/2004,Yes,Natural,108,,
28/7/2004,Yes,Natural,112,,
29/7/2004,Yes,Natural,112,,
30/7/2004,Yes,Natural,112,,
31/7/2004,Yes,Natural,112,,
1/8/2004,Yes,Natural,112,,
2/8/2004,Yes,Natural,114,,
3/8/2004,Yes,Natural,123,,
4/8/2004,Yes,Natural,143,,
5/8/2004,Yes,Natural,155,,
6/8/2004,Yes,Natural,155,,
7/8/2004,Yes,Natural,159,,
8/8/2004,Yes,Natural,159,,
9/8/2004,Yes,Natural,161,,
10/8/2004,Yes,Natural,161,,
11/8/2004,Yes,Natural,162,,
12/8/2004,Yes,Natural,164,,
13/8/2004,Yes,Natural,164,,
14/8/2004,Yes,Natural,171,,
15/8/2004,Yes,Natural,173,,
16/8/2004,Yes,Natural,173,,
17/8/2004,Yes,Natural,173,,
18/8/2004,Yes,Natural,173,,
19/8/2004,Yes,Natural,173,,
20/8/2004,Yes,Natural,173,,
21/8/2004,Yes,Natural,171,,
22/8/2004,Yes,Natural,168,,
23/8/2004,Yes,Natural,168,,
24/8/2004,Yes,Natural,168,,
25/8/2004,Yes,Natural,164,,
26/8/2004,Yes,Natural,160,,
27/8/2004,Yes,Natural,158,,
28/8/2004,Yes,Natural,156,,
29/8/2004,Yes,Natural,156,,
30/8/2004,Yes,Natural,154,,
31/8/2004,Yes,Natural,158,,
